Humidity,Light,Temperature,Time stamp,Date
0.0,0,0.0,2021-12-03 06:38:57.581,2021-12-03
0.0,0,0.0,2021-12-03 06:48:58.964,2021-12-03
0.0,0,0.0,2021-12-03 06:59:00.094,2021-12-03
0.0,0,0.0,2021-12-03 07:09:01.284,2021-12-03
0.0,0,0.0,2021-12-03 07:19:02.501,2021-12-03
0.0,0,0.0,2021-12-03 07:29:03.667,2021-12-03
0.0,0,0.0,2021-12-03 07:39:04.876,2021-12-03
0.0,0,0.0,2021-12-03 07:49:05.988,2021-12-03
0.0,0,0.0,2021-12-03 07:59:07.272,2021-12-03
0.0,0,0.0,2021-12-03 08:09:08.598,2021-12-03
0.0,0,0.0,2021-12-03 08:19:09.895,2021-12-03
0.0,0,0.0,2021-12-03 08:29:11.042,2021-12-03
0.0,0,0.0,2021-12-03 08:39:12.262,2021-12-03
0.0,0,0.0,2021-12-03 08:49:13.454,2021-12-03
0.0,0,0.0,2021-12-03 08:59:14.653,2021-12-03
0.0,718,0.0,2021-12-04 02:51:33.805,2021-12-04
0.0,0,0.0,2021-12-04 03:01:35.008,2021-12-04
0.0,0,0.0,2021-12-04 03:11:36.221,2021-12-04
0.0,0,0.0,2021-12-04 03:21:37.419,2021-12-04
0.0,0,0.0,2021-12-04 03:31:38.728,2021-12-04
0.0,0,0.0,2021-12-04 03:41:39.927,2021-12-04
0.0,0,0.0,2021-12-04 03:51:41.091,2021-12-04
0.0,0,0.0,2021-12-04 04:01:42.317,2021-12-04
0.0,0,0.0,2021-12-04 04:11:43.530,2021-12-04
0.0,0,0.0,2021-12-04 04:21:44.768,2021-12-04
0.0,0,0.0,2021-12-04 04:31:46.031,2021-12-04
0.0,0,0.0,2021-12-04 04:41:47.229,2021-12-04
0.0,0,0.0,2021-12-04 04:51:48.421,2021-12-04
0.0,0,0.0,2021-12-04 05:01:49.603,2021-12-04
0.0,0,0.0,2021-12-04 05:11:50.728,2021-12-04
0.0,0,0.0,2021-12-04 05:21:52.020,2021-12-04
0.0,0,0.0,2021-12-04 05:31:53.224,2021-12-04
0.0,0,0.0,2021-12-04 05:41:54.388,2021-12-04
0.0,0,0.0,2021-12-04 05:51:55.588,2021-12-04
0.0,0,0.0,2021-12-04 06:01:56.816,2021-12-04
0.0,0,0.0,2021-12-04 06:11:58.117,2021-12-04
0.0,0,0.0,2021-12-04 06:21:59.429,2021-12-04
0.0,0,0.0,2021-12-04 06:32:00.715,2021-12-04
0.0,0,0.0,2021-12-04 06:42:01.903,2021-12-04
0.0,0,0.0,2021-12-04 06:52:03.147,2021-12-04
0.0,0,0.0,2021-12-04 07:02:04.421,2021-12-04
0.0,0,0.0,2021-12-04 07:12:05.644,2021-12-04
0.0,0,0.0,2021-12-04 07:22:06.923,2021-12-04
0.0,0,0.0,2021-12-04 07:32:08.103,2021-12-04
0.0,0,0.0,2021-12-04 07:42:09.318,2021-12-04
0.0,0,0.0,2021-12-04 07:52:10.512,2021-12-04
0.0,0,0.0,2021-12-04 08:02:11.731,2021-12-04
0.0,0,0.0,2021-12-04 08:12:12.858,2021-12-04
0.0,0,0.0,2021-12-04 08:22:14.242,2021-12-04
0.0,0,0.0,2021-12-04 08:32:15.560,2021-12-04
0.0,0,0.0,2021-12-04 08:42:16.820,2021-12-04
60.0,0,18.1,2021-12-05 00:56:17.463,2021-12-05
60.7,0,18.1,2021-12-05 01:06:18.738,2021-12-05
61.3,0,17.9,2021-12-05 01:16:19.957,2021-12-05
61.6,0,17.8,2021-12-05 01:26:21.168,2021-12-05
61.7,0,17.8,2021-12-05 01:36:22.326,2021-12-05
62.0,0,17.7,2021-12-05 01:46:23.417,2021-12-05
62.2,0,17.7,2021-12-05 01:56:24.633,2021-12-05
62.4,0,17.6,2021-12-05 02:06:25.815,2021-12-05
62.3,0,17.6,2021-12-05 02:16:26.918,2021-12-05
62.4,0,17.5,2021-12-05 02:26:28.074,2021-12-05
62.5,0,17.5,2021-12-05 02:36:29.164,2021-12-05
62.5,0,17.4,2021-12-05 02:46:30.327,2021-12-05
62.7,0,17.4,2021-12-05 02:56:31.526,2021-12-05
62.7,0,17.3,2021-12-05 03:06:32.713,2021-12-05
62.8,0,17.3,2021-12-05 03:16:33.898,2021-12-05
62.8,0,17.2,2021-12-05 03:26:35.125,2021-12-05
62.8,0,17.2,2021-12-05 03:36:36.388,2021-12-05
62.9,0,17.2,2021-12-05 03:46:37.621,2021-12-05
63.1,0,17.2,2021-12-05 03:56:38.809,2021-12-05
63.5,0,17.2,2021-12-05 04:06:40.187,2021-12-05
63.9,0,17.2,2021-12-05 04:16:41.800,2021-12-05
64.2,0,17.2,2021-12-05 04:26:43.195,2021-12-05
64.2,0,17.1,2021-12-05 04:36:44.882,2021-12-05
64.3,0,17.1,2021-12-05 04:46:47.825,2021-12-05
64.2,0,17.1,2021-12-05 04:56:49.246,2021-12-05
64.2,0,17.1,2021-12-05 05:06:50.463,2021-12-05
64.3,0,17.1,2021-12-05 05:16:51.685,2021-12-05
64.3,0,17.0,2021-12-05 05:26:52.903,2021-12-05
64.4,0,17.0,2021-12-05 05:36:54.021,2021-12-05
64.5,0,17.0,2021-12-05 05:46:55.387,2021-12-05
64.5,0,17.1,2021-12-05 05:56:56.612,2021-12-05
64.3,0,17.6,2021-12-05 06:06:57.777,2021-12-05
63.7,0,18.3,2021-12-05 06:16:58.878,2021-12-05
62.5,0,19.2,2021-12-05 06:27:00.112,2021-12-05
61.4,0,19.8,2021-12-05 06:37:01.357,2021-12-05
60.3,0,20.1,2021-12-05 06:47:02.579,2021-12-05
59.6,0,20.3,2021-12-05 06:57:03.773,2021-12-05
59.6,0,20.3,2021-12-05 07:07:05.020,2021-12-05
59.2,0,20.2,2021-12-05 07:17:06.233,2021-12-05
59.9,0,20.1,2021-12-05 07:27:07.419,2021-12-05
60.3,0,19.9,2021-12-05 07:37:08.585,2021-12-05
60.4,0,19.8,2021-12-05 07:47:09.787,2021-12-05
60.9,0,19.7,2021-12-05 07:57:10.966,2021-12-05
60.8,0,19.5,2021-12-05 08:07:12.281,2021-12-05
61.4,0,19.4,2021-12-05 08:17:13.467,2021-12-05
61.7,0,19.3,2021-12-05 08:27:14.757,2021-12-05
61.9,0,19.2,2021-12-05 08:37:15.887,2021-12-05
62.3,0,19.2,2021-12-05 08:47:17.013,2021-12-05
62.5,0,19.1,2021-12-05 08:57:18.199,2021-12-05
62.5,0,19.0,2021-12-05 09:07:19.485,2021-12-05
62.8,0,18.9,2021-12-05 09:17:20.640,2021-12-05
63.1,0,18.8,2021-12-05 09:27:21.870,2021-12-05
63.2,0,18.7,2021-12-05 09:37:23.064,2021-12-05
63.6,0,18.7,2021-12-05 09:47:24.270,2021-12-05
63.6,0,18.6,2021-12-05 09:57:25.457,2021-12-05
64.7,0,17.7,2021-12-05 23:49:09.267,2021-12-05
65.1,0,17.7,2021-12-05 23:59:10.406,2021-12-05
65.1,0,17.6,2021-12-06 00:09:11.518,2021-12-06
65.4,0,17.6,2021-12-06 00:19:12.756,2021-12-06
65.7,0,17.5,2021-12-06 00:29:14.034,2021-12-06
65.6,0,17.5,2021-12-06 00:39:15.219,2021-12-06
65.9,0,17.4,2021-12-06 00:49:16.385,2021-12-06
66.5,0,17.4,2021-12-06 01:09:23.680,2021-12-06
66.3,0,17.4,2021-12-06 01:19:24.892,2021-12-06
66.5,0,17.4,2021-12-06 01:29:26.204,2021-12-06
66.8,0,17.3,2021-12-06 01:39:27.383,2021-12-06
67.3,0,17.3,2021-12-06 01:49:28.596,2021-12-06
67.6,0,17.3,2021-12-06 01:59:29.791,2021-12-06
67.7,0,17.3,2021-12-06 02:09:31.006,2021-12-06
67.7,0,17.2,2021-12-06 02:19:32.198,2021-12-06
68.2,0,17.2,2021-12-06 02:29:33.445,2021-12-06
68.1,0,17.2,2021-12-06 02:39:34.605,2021-12-06
68.3,0,17.1,2021-12-06 02:49:35.805,2021-12-06
68.6,0,17.1,2021-12-06 02:59:36.922,2021-12-06
69.0,0,17.1,2021-12-06 03:09:38.437,2021-12-06
69.0,0,17.1,2021-12-06 03:19:39.753,2021-12-06
69.1,0,17.0,2021-12-06 03:29:40.930,2021-12-06
69.9,0,17.1,2021-12-06 03:39:42.210,2021-12-06
69.6,0,17.1,2021-12-06 03:49:43.405,2021-12-06
69.6,0,17.1,2021-12-06 03:59:44.638,2021-12-06
69.4,0,17.1,2021-12-06 04:09:45.814,2021-12-06
69.7,0,17.1,2021-12-06 04:19:47.025,2021-12-06
69.6,0,17.0,2021-12-06 04:29:48.174,2021-12-06
69.9,0,17.0,2021-12-06 04:39:49.394,2021-12-06
69.8,0,17.0,2021-12-06 04:49:50.602,2021-12-06
69.6,0,17.0,2021-12-06 04:59:51.802,2021-12-06
69.9,0,17.0,2021-12-06 05:09:53.009,2021-12-06
69.8,0,16.9,2021-12-06 05:19:54.195,2021-12-06
69.9,0,16.9,2021-12-06 05:29:55.421,2021-12-06
70.0,0,16.9,2021-12-06 05:39:58.422,2021-12-06
70.1,0,16.8,2021-12-06 05:49:59.679,2021-12-06
70.6,0,17.0,2021-12-06 06:00:00.842,2021-12-06
70.6,0,17.5,2021-12-06 06:10:02.045,2021-12-06
70.1,0,18.3,2021-12-06 06:20:03.340,2021-12-06
68.0,0,19.2,2021-12-06 06:30:04.575,2021-12-06
66.4,0,19.8,2021-12-06 06:40:05.758,2021-12-06
65.7,0,20.2,2021-12-06 06:50:06.954,2021-12-06
64.7,0,20.4,2021-12-06 07:00:08.112,2021-12-06
57.1,0,18.3,2021-12-07 00:12:25.246,2021-12-07
57.7,0,18.3,2021-12-07 00:22:26.458,2021-12-07
58.3,0,18.2,2021-12-07 00:32:27.699,2021-12-07
58.7,0,18.1,2021-12-07 00:42:28.878,2021-12-07
59.3,0,18.0,2021-12-07 00:52:30.153,2021-12-07
59.6,0,17.9,2021-12-07 01:02:31.377,2021-12-07
59.9,0,17.8,2021-12-07 01:12:32.546,2021-12-07
60.3,0,17.7,2021-12-07 01:22:33.755,2021-12-07
61.1,0,17.7,2021-12-07 01:32:34.865,2021-12-07
61.5,0,17.7,2021-12-07 01:42:36.051,2021-12-07
61.7,0,17.6,2021-12-07 01:52:37.127,2021-12-07
62.1,0,17.5,2021-12-07 02:02:38.347,2021-12-07
62.6,0,17.5,2021-12-07 02:12:39.531,2021-12-07
63.0,0,17.5,2021-12-07 02:22:40.605,2021-12-07
63.2,0,17.4,2021-12-07 02:32:41.723,2021-12-07
63.4,0,17.4,2021-12-07 02:42:42.922,2021-12-07
63.5,0,17.4,2021-12-07 02:52:44.178,2021-12-07
63.6,0,17.4,2021-12-07 03:02:45.417,2021-12-07
64.0,0,17.3,2021-12-07 03:12:46.616,2021-12-07
64.3,0,17.3,2021-12-07 03:22:47.701,2021-12-07
65.1,0,17.3,2021-12-07 03:32:48.942,2021-12-07
65.1,0,17.3,2021-12-07 03:42:50.143,2021-12-07
65.8,0,17.3,2021-12-07 03:52:51.405,2021-12-07
66.1,0,17.2,2021-12-07 04:02:52.614,2021-12-07
66.3,0,17.2,2021-12-07 04:12:53.820,2021-12-07
66.5,0,17.2,2021-12-07 04:22:55.013,2021-12-07
67.0,0,17.2,2021-12-07 04:32:56.250,2021-12-07
67.3,0,17.2,2021-12-07 04:42:57.418,2021-12-07
67.2,0,17.1,2021-12-07 04:52:58.606,2021-12-07
67.1,0,17.1,2021-12-07 05:02:59.817,2021-12-07
67.0,0,17.1,2021-12-07 05:13:01.026,2021-12-07
67.3,0,17.1,2021-12-07 05:23:04.058,2021-12-07
67.5,0,17.0,2021-12-07 05:33:05.289,2021-12-07
67.7,0,17.0,2021-12-07 05:43:08.793,2021-12-07
68.0,0,17.0,2021-12-07 05:53:09.948,2021-12-07
67.4,0,17.3,2021-12-07 06:03:11.129,2021-12-07
68.1,0,18.0,2021-12-07 06:13:12.306,2021-12-07
67.0,0,18.9,2021-12-07 06:23:13.540,2021-12-07
65.2,0,19.5,2021-12-07 06:33:14.823,2021-12-07
64.2,0,19.9,2021-12-07 06:43:16.036,2021-12-07
63.7,0,20.0,2021-12-07 06:53:17.207,2021-12-07
63.1,0,19.9,2021-12-07 07:03:18.277,2021-12-07
63.2,0,19.7,2021-12-07 07:13:19.497,2021-12-07
63.4,0,19.7,2021-12-07 07:23:20.575,2021-12-07
63.6,0,19.5,2021-12-07 07:33:22.029,2021-12-07
63.7,0,19.4,2021-12-07 07:43:23.213,2021-12-07
62.2,0,16.5,2021-12-08 00:35:30.607,2021-12-08
62.8,0,16.7,2021-12-08 00:45:32.080,2021-12-08
62.3,0,16.6,2021-12-08 00:55:33.541,2021-12-08
62.6,0,16.5,2021-12-08 01:05:34.744,2021-12-08
0.0,0,0.0,2021-12-08 01:15:35.972,2021-12-08
63.1,0,16.3,2021-12-08 01:25:37.160,2021-12-08
63.3,0,16.3,2021-12-08 01:35:38.371,2021-12-08
63.4,0,16.2,2021-12-08 01:45:39.544,2021-12-08
63.9,0,16.2,2021-12-08 01:55:40.765,2021-12-08
64.3,0,16.2,2021-12-08 02:05:41.851,2021-12-08
64.5,0,16.2,2021-12-08 02:15:43.062,2021-12-08
64.7,0,16.2,2021-12-08 02:25:44.251,2021-12-08
65.0,0,16.2,2021-12-08 02:35:45.481,2021-12-08
65.3,0,16.2,2021-12-08 02:45:46.690,2021-12-08
65.8,0,16.2,2021-12-08 02:55:47.846,2021-12-08
66.3,0,16.1,2021-12-08 03:05:49.077,2021-12-08
66.6,0,16.1,2021-12-08 03:15:50.236,2021-12-08
67.1,0,16.1,2021-12-08 03:25:51.511,2021-12-08
67.0,0,16.1,2021-12-08 03:35:52.756,2021-12-08
67.1,0,16.0,2021-12-08 03:45:53.952,2021-12-08
67.1,0,16.0,2021-12-08 03:55:55.177,2021-12-08
67.4,0,16.0,2021-12-08 04:05:56.360,2021-12-08
67.6,0,16.1,2021-12-08 04:15:57.558,2021-12-08
67.9,0,16.0,2021-12-08 04:25:58.769,2021-12-08
68.1,0,16.0,2021-12-08 04:35:59.948,2021-12-08
68.3,0,16.0,2021-12-08 04:46:01.143,2021-12-08
68.6,0,15.9,2021-12-08 04:56:02.334,2021-12-08
68.9,0,15.9,2021-12-08 05:06:03.507,2021-12-08
69.0,0,16.0,2021-12-08 05:16:04.631,2021-12-08
68.7,0,16.0,2021-12-08 05:26:05.807,2021-12-08
68.6,0,16.1,2021-12-08 05:36:07.054,2021-12-08
68.9,0,16.1,2021-12-08 05:46:08.213,2021-12-08
69.1,0,16.0,2021-12-08 05:56:09.485,2021-12-08
68.6,0,16.5,2021-12-08 06:06:10.727,2021-12-08
67.9,0,17.3,2021-12-08 06:16:11.959,2021-12-08
66.7,0,18.2,2021-12-08 06:26:13.140,2021-12-08
65.2,0,18.8,2021-12-08 06:36:14.471,2021-12-08
63.8,0,19.3,2021-12-08 06:46:15.653,2021-12-08
62.9,0,19.6,2021-12-08 06:56:16.825,2021-12-08
63.0,0,19.6,2021-12-08 07:06:18.059,2021-12-08
63.1,0,19.5,2021-12-08 07:16:19.371,2021-12-08
63.1,0,19.4,2021-12-08 07:26:20.932,2021-12-08
63.6,0,19.3,2021-12-08 07:36:22.048,2021-12-08
60.7,0,17.3,2021-12-09 01:28:34.960,2021-12-09
61.3,0,17.2,2021-12-09 01:38:36.159,2021-12-09
61.1,0,17.1,2021-12-09 01:48:37.356,2021-12-09
61.4,0,17.1,2021-12-09 01:58:38.526,2021-12-09
61.6,0,17.0,2021-12-09 02:08:39.907,2021-12-09
61.8,0,17.0,2021-12-09 02:18:41.034,2021-12-09
62.0,0,17.0,2021-12-09 02:28:42.246,2021-12-09
62.3,0,17.0,2021-12-09 02:38:43.522,2021-12-09
62.4,0,16.9,2021-12-09 02:48:44.733,2021-12-09
62.4,0,16.9,2021-12-09 02:58:45.951,2021-12-09
62.9,0,16.9,2021-12-09 03:08:47.147,2021-12-09
62.9,0,16.9,2021-12-09 03:18:48.370,2021-12-09
63.6,0,16.8,2021-12-09 03:28:49.648,2021-12-09
63.9,0,16.8,2021-12-09 03:38:50.983,2021-12-09
64.2,0,16.8,2021-12-09 03:48:52.134,2021-12-09
64.2,0,16.8,2021-12-09 03:58:53.217,2021-12-09
64.0,0,16.8,2021-12-09 04:08:54.498,2021-12-09
64.1,0,16.8,2021-12-09 04:18:55.803,2021-12-09
64.4,0,16.8,2021-12-09 04:28:57.060,2021-12-09
64.3,0,16.8,2021-12-09 04:38:58.406,2021-12-09
64.5,0,16.8,2021-12-09 04:48:59.522,2021-12-09
64.6,0,16.7,2021-12-09 04:59:00.741,2021-12-09
64.6,0,16.7,2021-12-09 05:09:03.484,2021-12-09
65.2,0,16.7,2021-12-09 05:19:04.589,2021-12-09
65.1,0,16.7,2021-12-09 05:29:05.774,2021-12-09
65.5,0,16.7,2021-12-09 05:39:07.003,2021-12-09
65.4,0,16.7,2021-12-09 05:49:08.163,2021-12-09
65.3,0,16.9,2021-12-09 05:59:09.462,2021-12-09
65.6,0,17.4,2021-12-09 06:09:10.777,2021-12-09
64.8,0,18.3,2021-12-09 06:19:12.089,2021-12-09
62.4,0,19.1,2021-12-09 06:29:13.229,2021-12-09
61.5,0,19.6,2021-12-09 06:39:14.414,2021-12-09
60.7,0,19.8,2021-12-09 06:49:15.672,2021-12-09
60.5,0,19.9,2021-12-09 06:59:16.776,2021-12-09
60.9,0,19.8,2021-12-09 07:09:17.980,2021-12-09
61.3,0,19.7,2021-12-09 07:19:19.285,2021-12-09
61.6,0,19.6,2021-12-09 07:29:20.474,2021-12-09
61.9,0,19.4,2021-12-09 07:39:21.622,2021-12-09
62.1,0,19.3,2021-12-09 07:49:22.934,2021-12-09
62.3,0,19.2,2021-12-09 07:59:24.200,2021-12-09
62.5,0,19.1,2021-12-09 08:09:25.383,2021-12-09
62.9,0,19.0,2021-12-09 08:19:26.586,2021-12-09
66.2,0,17.2,2021-12-09 23:21:23.517,2021-12-09
64.7,0,17.5,2021-12-09 23:31:27.966,2021-12-09
64.9,0,17.5,2021-12-09 23:41:29.283,2021-12-09
65.2,0,17.4,2021-12-09 23:51:30.499,2021-12-09
65.2,0,17.4,2021-12-10 00:01:31.765,2021-12-10
65.3,0,17.3,2021-12-10 00:11:32.994,2021-12-10
65.5,0,17.3,2021-12-10 00:21:34.184,2021-12-10
65.6,0,17.2,2021-12-10 00:31:35.372,2021-12-10
65.5,0,17.2,2021-12-10 00:41:36.705,2021-12-10
52.0,0,18.1,2021-12-11 01:11:45.337,2021-12-11
52.6,0,18.4,2021-12-11 01:21:46.818,2021-12-11
53.3,0,18.4,2021-12-11 01:31:47.897,2021-12-11
54.0,0,18.3,2021-12-11 01:41:49.146,2021-12-11
54.7,0,18.2,2021-12-11 01:51:50.418,2021-12-11
55.2,0,18.2,2021-12-11 02:01:51.628,2021-12-11
55.5,0,18.0,2021-12-11 02:11:52.825,2021-12-11
55.8,0,17.9,2021-12-11 02:21:53.919,2021-12-11
56.3,0,17.9,2021-12-11 02:31:55.228,2021-12-11
56.7,0,17.8,2021-12-11 02:41:56.436,2021-12-11
57.3,0,17.8,2021-12-11 02:51:57.608,2021-12-11
57.7,0,17.7,2021-12-11 03:01:58.697,2021-12-11
58.2,0,17.7,2021-12-11 03:12:00.011,2021-12-11
58.7,0,17.7,2021-12-11 03:22:01.196,2021-12-11
58.9,0,17.6,2021-12-11 03:32:02.493,2021-12-11
59.2,0,17.6,2021-12-11 03:42:03.698,2021-12-11
59.7,0,17.5,2021-12-11 03:52:05.014,2021-12-11
60.1,0,17.6,2021-12-11 04:02:06.096,2021-12-11
60.4,0,17.5,2021-12-11 04:12:07.319,2021-12-11
60.8,0,17.5,2021-12-11 04:22:08.506,2021-12-11
61.2,0,17.4,2021-12-11 04:32:09.745,2021-12-11
61.6,0,17.5,2021-12-11 04:42:10.924,2021-12-11
61.9,0,17.4,2021-12-11 04:52:12.104,2021-12-11
62.6,0,17.4,2021-12-11 05:02:13.343,2021-12-11
62.4,0,17.4,2021-12-11 05:12:14.506,2021-12-11
62.4,0,17.4,2021-12-11 05:22:15.690,2021-12-11
62.3,0,17.3,2021-12-11 05:32:16.882,2021-12-11
62.7,0,17.4,2021-12-11 05:42:18.095,2021-12-11
62.6,0,17.3,2021-12-11 05:52:19.291,2021-12-11
62.1,0,17.7,2021-12-11 06:02:20.498,2021-12-11
61.5,0,18.3,2021-12-11 06:12:21.704,2021-12-11
59.9,0,19.4,2021-12-11 06:22:22.907,2021-12-11
58.9,0,20.1,2021-12-11 06:32:23.985,2021-12-11
57.7,0,20.6,2021-12-11 06:42:25.187,2021-12-11
56.9,0,20.8,2021-12-11 06:52:26.375,2021-12-11
57.1,0,20.8,2021-12-11 07:02:27.754,2021-12-11
57.4,0,20.7,2021-12-11 07:12:28.975,2021-12-11
57.6,0,20.6,2021-12-11 07:22:30.193,2021-12-11
58.1,0,20.4,2021-12-11 07:32:31.395,2021-12-11
58.5,0,20.2,2021-12-11 07:42:32.626,2021-12-11
58.9,0,20.0,2021-12-11 07:52:33.781,2021-12-11
59.5,0,19.8,2021-12-11 08:02:34.869,2021-12-11
59.7,0,19.7,2021-12-11 08:12:36.069,2021-12-11
60.1,0,19.5,2021-12-11 08:22:37.287,2021-12-11
60.5,0,19.4,2021-12-11 08:32:38.467,2021-12-11
60.7,0,19.3,2021-12-11 08:42:39.804,2021-12-11
61.1,0,19.2,2021-12-11 08:52:40.989,2021-12-11
69.0,0,18.3,2021-12-12 01:04:38.429,2021-12-12
68.4,0,18.6,2021-12-12 01:14:39.638,2021-12-12
68.3,0,18.4,2021-12-12 01:24:40.751,2021-12-12
68.5,0,18.3,2021-12-12 01:34:41.959,2021-12-12
68.6,0,18.2,2021-12-12 01:44:43.050,2021-12-12
68.9,0,18.2,2021-12-12 01:54:44.212,2021-12-12
68.9,0,18.0,2021-12-12 02:04:45.406,2021-12-12
69.2,0,18.0,2021-12-12 02:14:46.512,2021-12-12
69.2,0,17.9,2021-12-12 02:24:47.734,2021-12-12
69.2,0,17.9,2021-12-12 02:34:48.900,2021-12-12
69.4,0,17.8,2021-12-12 02:44:50.104,2021-12-12
69.5,0,17.8,2021-12-12 02:54:51.212,2021-12-12
69.5,0,17.8,2021-12-12 03:04:52.400,2021-12-12
69.6,0,17.8,2021-12-12 03:14:53.596,2021-12-12
69.6,0,17.8,2021-12-12 03:24:54.722,2021-12-12
69.5,0,17.8,2021-12-12 03:34:55.928,2021-12-12
69.7,0,17.8,2021-12-12 03:44:57.109,2021-12-12
70.2,0,17.7,2021-12-12 03:54:58.312,2021-12-12
70.1,0,17.7,2021-12-12 04:04:59.504,2021-12-12
70.2,0,17.7,2021-12-12 04:15:00.699,2021-12-12
70.2,0,17.7,2021-12-12 04:25:01.925,2021-12-12
70.2,0,17.7,2021-12-12 04:35:03.015,2021-12-12
70.3,0,17.7,2021-12-12 04:45:04.110,2021-12-12
70.4,0,17.7,2021-12-12 04:55:05.302,2021-12-12
70.5,0,17.7,2021-12-12 05:05:06.498,2021-12-12
70.6,0,17.7,2021-12-12 05:15:07.710,2021-12-12
70.9,0,17.7,2021-12-12 05:25:08.911,2021-12-12
70.7,0,17.8,2021-12-12 05:35:10.072,2021-12-12
71.1,0,17.8,2021-12-12 05:45:11.209,2021-12-12
70.9,0,17.7,2021-12-12 05:55:12.393,2021-12-12
70.4,0,18.1,2021-12-12 06:05:13.475,2021-12-12
69.7,0,19.0,2021-12-12 06:15:14.675,2021-12-12
66.8,0,20.0,2021-12-12 06:25:15.936,2021-12-12
65.1,0,20.6,2021-12-12 06:35:17.182,2021-12-12
64.4,0,20.8,2021-12-12 06:45:18.420,2021-12-12
64.6,0,20.8,2021-12-12 06:55:19.493,2021-12-12
65.1,0,20.7,2021-12-12 07:05:20.801,2021-12-12
65.1,0,20.5,2021-12-12 07:15:21.975,2021-12-12
65.4,0,20.4,2021-12-12 07:25:23.080,2021-12-12
65.8,0,20.3,2021-12-12 07:35:24.267,2021-12-12
66.4,0,20.2,2021-12-12 07:45:25.379,2021-12-12
66.5,0,20.0,2021-12-12 07:55:26.573,2021-12-12
66.7,0,19.9,2021-12-12 08:05:27.936,2021-12-12
